transaction_id,transaction_date,customer_id,payment_method,before_tax,tax,after_tax,shipping_cost,transaction_discount,total_paid
TX0003084,"2023-05-12 19:36:50",CUST04079,PM007,1140887,106513,1247400,28293,0,1275690
TX0003085,"2021-10-11 16:33:19",CUST03823,PM003,541517,54151.7,595669,15544,0,611213
TX0003086,"2024-05-22 17:34:07",CUST01204,PM001,157223561,15722400,172946000,13122,0,172959000
TX0003087,"2023-05-09 01:15:35",CUST01126,PM009,967666,96766.6,1064430,22948,0,1087380
TX0003088,"2024-12-10 04:52:45",CUST03419,PM001,122311645,12231200,134543000,13870,0,134557000
TX0003089,"2024-11-25 14:11:34",CUST03883,PM003,145056230,14505600,159562000,5318,0,159567000
TX0003090,"2021-09-05 07:00:14",CUST04908,PM007,1300220,122974,1423190,16930,30570,1470690
TX0003091,"2024-04-07 20:42:32",CUST00064,PM001,11121170,1112120,12233300,21508,0,12254800
TX0003092,"2021-06-06 06:42:28",CUST00103,PM009,1020552,102055,1122610,23995,0,1146600
TX0003093,"2022-09-07 20:20:00",CUST03328,PM001,101175,10117.5,111292,5276,8684,125252
TX0003094,"2024-08-20 10:04:36",CUST04569,PM001,1167232,116723,1283960,8788,0,1292740
TX0003095,"2022-10-28 03:57:10",CUST03480,PM006,2005632,200563,2206200,16214,94576,2316990
TX0003096,"2023-09-25 15:51:04",CUST02795,PM005,1086796,108680,1195480,27688,0,1223160
TX0003097,"2022-03-04 06:52:33",CUST00532,PM006,62904,6290.4,69194.4,20759,1598,91551.4
TX0003098,"2021-07-09 13:43:00",CUST02262,PM001,334983,33498.3,368481,20008,0,388489
TX0003099,"2023-06-26 03:24:05",CUST02177,PM001,122246,11948.7,134195,21209,0,155404
TX0003100,"2020-10-06 01:39:33",CUST02171,PM001,146261750,12161200,158423000,29455,0,158452000
TX0003101,"2020-08-03 07:55:16",CUST04706,PM001,18354,1835.4,20189.4,28514,0,48703.4
TX0003102,"2023-03-13 16:18:26",CUST00375,PM001,9343390,934339,10277700,28887,0,10306600
TX0003103,"2022-05-10 19:26:04",CUST01519,PM005,2649404,219472,2868880,10156,0,2879030
TX0003104,"2023-07-03 03:06:58",CUST00250,PM002,11922330,1192230,13114600,16529,0,13131100
TX0003105,"2021-05-26 17:28:37",CUST04372,PM005,10707225,1070720,11777900,10605,0,11788600
TX0003106,"2024-09-24 15:01:38",CUST04126,PM001,435658,38920.7,474579,13380,0,487959
TX0003107,"2024-04-18 06:14:57",CUST04891,PM005,2921602,252636,3174240,29998,0,3204240
TX0003108,"2022-12-25 19:13:58",CUST03273,PM001,27625096,2730540,30355600,21900,0,30377500
TX0003109,"2023-09-26 23:40:35",CUST03466,PM002,521862,52186.2,574048,5055,0,579103
TX0003110,"2024-12-04 04:37:54",CUST04088,PM005,600939,60093.9,661033,19457,0,680490
TX0003111,"2020-12-19 21:56:45",CUST02306,PM002,611452,61145.2,672597,10608,0,683205
TX0003112,"2023-04-15 20:21:27",CUST00865,PM003,956206,95620.6,1051830,5987,0,1057810
TX0003113,"2021-07-13 03:54:51",CUST03624,PM001,2671180,255167,2926350,28792,0,2955140
TX0003114,"2022-12-03 17:41:07",CUST03138,PM003,1413994,114440,1528430,10320,0,1538750
TX0003115,"2021-01-23 23:22:29",CUST02122,PM003,12703215,1270320,13973500,21809,0,13995300
TX0003116,"2020-03-21 22:34:20",CUST04998,PM003,222279,18649.5,240928,17314,0,258242
TX0003117,"2022-01-25 20:44:19",CUST03733,PM003,32517,3251.7,35768.7,10729,0,46497.7
TX0003118,"2022-04-02 04:22:06",CUST03120,PM001,1587349,152474,1739820,11746,0,1751570
TX0003119,"2023-05-20 16:26:55",CUST04892,PM002,21735962,2167930,23903900,18061,0,23921900
TX0003120,"2024-10-14 02:54:08",CUST04801,PM001,364889,36488.9,401378,14475,0,415853
TX0003121,"2021-08-05 03:47:25",CUST04388,PM001,0,0,0,0,0,0
TX0003122,"2021-08-17 19:34:34",CUST01019,PM001,1208674,120867,1329540,19785,0,1349330
TX0003123,"2024-09-02 00:04:09",CUST03776,PM005,1951938,195194,2147130,10356,0,2157490
TX0003124,"2024-07-14 22:56:31",CUST00898,PM008,700001,70000.1,770001,5642,0,775643
TX0003125,"2024-05-08 05:06:20",CUST04969,PM005,972598,97259.8,1069860,29741,0,1099600
TX0003126,"2023-12-31 00:37:54",CUST02286,PM001,1535394,153539,1688930,6552,0,1695490
TX0003127,"2023-05-26 00:25:00",CUST01081,PM001,1309281,121430,1430710,26531,0,1457240
TX0003128,"2021-07-07 20:29:33",CUST00968,PM005,504741,47332.9,552074,7756,0,559830
TX0003129,"2023-05-27 04:04:00",CUST01596,PM004,25268370,2526840,27795200,27820,0,27823000
TX0003130,"2022-08-20 11:53:48",CUST03188,PM010,289244,28924.4,318168,11624,0,329792
TX0003131,"2020-03-16 01:38:49",CUST03685,PM003,213966,21396.6,235363,27305,0,262668
TX0003132,"2023-08-13 14:45:20",CUST00981,PM002,1082318,87395.2,1169710,7100,0,1176810
TX0003133,"2024-01-06 11:54:57",CUST02083,PM005,1958211,195821,2154030,13255,0,2167290
TX0003134,"2022-01-07 00:52:58",CUST01733,PM001,18189260,1535050,19724300,17210,0,19741500
TX0003135,"2021-01-06 15:32:27",CUST03654,PM001,29601989,2960200,32562200,27855,0,32590000
TX0003136,"2022-02-06 19:50:08",CUST02862,PM001,795933,68024.8,863958,17281,0,881239
TX0003137,"2020-02-28 10:35:35",CUST04226,PM004,3724905,372490,4097400,26494,0,4123890
TX0003138,"2021-05-29 16:03:34",CUST02882,PM002,1763325,165224,1928550,7440,0,1935990
TX0003139,"2023-01-08 06:21:51",CUST04756,PM006,3396084,339608,3735690,8584,0,3744280
TX0003140,"2021-05-19 15:52:31",CUST03462,PM001,209616190,20949900,230566000,15047,0,230581000
TX0003141,"2021-06-08 14:34:47",CUST03598,PM002,1855974,185597,2041570,19515,0,2061090
TX0003142,"2022-05-15 05:15:38",CUST01795,PM002,901021,90102.1,991123,18903,66621,1076650
TX0003143,"2023-08-24 05:41:04",CUST01341,PM002,1743528,174353,1917880,23843,0,1941720
TX0003144,"2021-05-26 20:20:00",CUST03745,PM003,559691,54253.3,613944,10849,0,624793
TX0003145,"2020-08-11 12:45:17",CUST01880,PM010,1647956,164796,1812750,26634,0,1839390
TX0003146,"2023-11-12 15:26:31",CUST03431,PM002,59990,5999,65989,21411,0,87400
TX0003147,"2020-01-22 12:39:18",CUST00478,PM002,843579,84357.9,927937,25693,0,953630
TX0003148,"2021-06-07 07:51:33",CUST00921,PM004,11906681,1190670,13097300,23724,0,13121100
TX0003149,"2022-04-07 17:09:55",CUST00079,PM001,490614,49061.4,539675,14982,0,554657
TX0003150,"2022-01-14 12:10:36",CUST00587,PM001,49439,4943.9,54382.9,7836,0,62218.9
TX0003151,"2023-05-20 21:49:13",CUST03504,PM004,705552,70555.2,776107,25856,0,801963
TX0003152,"2022-08-11 10:56:21",CUST02065,PM007,39795,3979.5,43774.5,27144,0,70918.5
TX0003153,"2024-03-12 12:59:18",CUST02712,PM001,1498340,148384,1646720,13520,0,1660240
TX0003154,"2021-08-14 15:26:12",CUST02884,PM002,12520540,1252050,13772600,13379,0,13786000
TX0003155,"2021-06-17 15:05:07",CUST01865,PM001,26763001,2676300,29439300,8996,1191120,30639400
TX0003156,"2023-11-08 03:18:07",CUST03637,PM008,58157030,5748330,63905400,27269,0,63932600
TX0003157,"2023-06-17 16:16:38",CUST01538,PM008,23463291,2346330,25809600,8345,0,25818000
TX0003158,"2023-02-11 01:51:51",CUST00707,PM008,3170247,317025,3487270,21290,0,3508560
TX0003159,"2021-05-05 14:55:26",CUST04557,PM002,2755114,275511,3030630,19404,0,3050030
TX0003160,"2021-09-22 00:16:18",CUST03708,PM001,1409228,140923,1550150,5451,108640,1664240
TX0003161,"2022-08-09 20:11:36",CUST03878,PM003,1580530,157894,1738420,26374,0,1764800
TX0003162,"2024-05-06 10:55:05",CUST01656,PM001,49781,4978.1,54759.1,5648,0,60407.1
TX0003163,"2022-07-15 02:43:45",CUST04853,PM005,247592,24759.2,272351,11527,0,283878
TX0003164,"2021-03-27 11:38:59",CUST03707,PM001,14348133,1205970,15554100,13456,0,15567600
TX0003165,"2023-06-25 11:43:17",CUST02311,PM005,30953558,3095360,34048900,27867,0,34076800
TX0003166,"2022-08-27 03:54:34",CUST01478,PM004,0,0,0,0,0,0
TX0003167,"2021-06-22 21:23:52",CUST01152,PM003,74358,7435.8,81793.8,18482,0,100276
TX0003168,"2022-11-27 07:47:26",CUST03811,PM006,36084,3608.4,39692.4,26263,0,65955.4
TX0003169,"2020-06-03 15:37:29",CUST00863,PM008,669267,65444.1,734711,29539,35396,799646
TX0003170,"2023-03-13 12:53:05",CUST04419,PM004,635820,63582,699402,15858,23440,738700
TX0003171,"2023-08-22 12:42:08",CUST04783,PM006,727545,72754.5,800300,17595,0,817894
TX0003172,"2024-12-20 20:17:11",CUST00366,PM007,512921,48995.8,561917,28951,0,590868
TX0003173,"2023-08-08 13:37:49",CUST03343,PM005,287742,28774.2,316516,27623,11572,355711
TX0003174,"2020-05-13 04:26:48",CUST01383,PM002,691521,69152.1,760673,25258,0,785931
TX0003175,"2024-06-07 01:01:58",CUST00963,PM009,2913803,291380,3205180,15541,0,3220720
TX0003176,"2021-02-14 22:58:29",CUST02377,PM003,1157966,115797,1273760,23002,42532,1339300
TX0003177,"2023-04-11 20:25:45",CUST03326,PM004,29841,2984.1,32825.1,26519,0,59344.1
TX0003178,"2024-03-26 20:08:27",CUST01342,PM010,710322,71032.2,781354,6218,0,787572
TX0003179,"2021-08-01 10:12:11",CUST04654,PM003,3994730,349060,4343790,14040,0,4357830
TX0003180,"2023-08-17 04:24:03",CUST03096,PM005,653968,63562.8,717531,6440,0,723971
TX0003181,"2020-04-26 00:53:38",CUST04228,PM001,360827,36082.7,396910,13568,0,410478
TX0003182,"2023-08-23 21:34:28",CUST03628,PM003,83756,8375.6,92131.6,13818,0,105950
TX0003183,"2022-11-20 03:16:11",CUST03517,PM006,3558096,355810,3913910,21966,0,3935870
TX0003184,"2022-04-22 14:32:13",CUST04685,PM008,161829,13968.4,175797,19506,0,195303
TX0003185,"2024-11-27 03:37:09",CUST04032,PM002,2350189,235019,2585210,8400,0,2593610
TX0003186,"2020-11-07 20:09:54",CUST02284,PM001,432036,43203.6,475240,12809,0,488049
TX0003187,"2021-10-07 11:53:19",CUST00897,PM004,1131423,113142,1244570,10534,0,1255100
TX0003188,"2023-07-01 23:55:12",CUST04805,PM005,468328,46832.8,515161,26811,0,541972
TX0003189,"2022-03-05 23:15:22",CUST04900,PM001,0,0,0,0,0,0
TX0003190,"2020-12-13 15:24:13",CUST00380,PM005,88282,8828.2,97110.2,5260,0,102370
TX0003191,"2021-12-03 12:18:13",CUST03486,PM009,572996,50785.7,623782,14004,0,637786
TX0003192,"2024-08-11 02:36:24",CUST01278,PM004,7855270,785527,8640800,17756,0,8658550
TX0003193,"2022-12-26 13:48:30",CUST02214,PM003,124647,12464.7,137112,6994,0,144106
TX0003194,"2020-06-01 08:38:51",CUST00820,PM006,7416024,741602,8157630,21441,0,8179070
TX0003195,"2023-09-14 13:50:07",CUST00167,PM002,1120026,112003,1232030,6194,0,1238220
TX0003196,"2022-04-11 17:44:03",CUST02436,PM001,203083,20308.3,223391,29592,0,252983
TX0003197,"2023-12-25 11:24:55",CUST03224,PM003,8201973,820197,9022170,6585,0,9028760
TX0003198,"2024-02-21 21:55:41",CUST01112,PM003,205972,20597.2,226569,19492,0,246061
TX0003199,"2020-01-28 20:07:32",CUST02719,PM001,148502,14850.2,163352,29340,0,192692
TX0003200,"2023-07-09 03:29:25",CUST01567,PM007,63066,6306.6,69372.6,26679,0,96051.6
TX0003201,"2022-12-25 12:59:39",CUST03534,PM003,21724149,2172420,23896600,23111,0,23919700
TX0003202,"2024-05-21 17:38:49",CUST00102,PM001,3669734,366973,4036710,20431,0,4057140
TX0003203,"2020-08-23 12:39:02",CUST02250,PM001,1115370,111537,1226910,15641,0,1242550
TX0003204,"2024-09-01 16:35:40",CUST02312,PM010,3581200,358120,3939320,25215,0,3964540
TX0003205,"2020-04-25 08:53:14",CUST04700,PM002,873424,87342.4,960766,9043,0,969809
TX0003206,"2021-12-17 14:10:38",CUST04356,PM005,216059,21605.9,237665,13869,0,251534
TX0003207,"2023-03-28 22:25:59",CUST00422,PM008,197958,19795.8,217754,23063,0,240817
TX0003208,"2022-01-20 20:06:57",CUST02230,PM001,384358,38435.8,422794,29423,0,452217
TX0003209,"2024-07-05 03:34:35",CUST01699,PM001,1305418,122560,1427980,21855,0,1449830
TX0003210,"2022-06-29 01:35:51",CUST02530,PM007,403456,40345.6,443802,9440,26586,479828
TX0003211,"2022-10-08 04:37:58",CUST02535,PM001,467286,46728.6,514015,12170,0,526185
TX0003212,"2023-04-23 21:13:38",CUST04810,PM007,11303574,1130360,12433900,14069,0,12448000
TX0003213,"2024-08-14 05:57:50",CUST04542,PM002,115499,11549.9,127049,22623,0,149672
TX0003214,"2022-12-10 00:18:00",CUST04152,PM006,17902590,1562900,19465500,22146,0,19487600
TX0003215,"2022-12-13 18:21:34",CUST03897,PM008,2213658,213087,2426750,12631,0,2439380
TX0003216,"2022-03-04 10:15:05",CUST02676,PM002,2714124,271412,2985540,18700,0,3004240
TX0003217,"2020-09-23 11:16:19",CUST02559,PM002,657972,65797.2,723769,20878,36418,781065
TX0003218,"2020-05-07 22:24:36",CUST02870,PM001,45259,4525.9,49784.9,7106,0,56890.9
TX0003219,"2020-10-10 10:11:34",CUST04140,PM005,5038220,503822,5542040,15409,0,5557450
TX0003220,"2023-11-26 13:23:39",CUST04428,PM001,1991302,199130,2190430,20281,0,2210710
TX0003221,"2022-06-13 22:38:03",CUST02296,PM003,81020,8102,89122,28048,0,117170
TX0003222,"2021-10-09 11:24:46",CUST04241,PM001,565263,56526.3,621789,11072,0,632861
TX0003223,"2022-05-28 13:08:36",CUST01932,PM004,450822,38201.1,489023,26715,0,515738
TX0003224,"2021-06-24 04:41:07",CUST04806,PM001,1371560,132625,1504180,22408,51163,1577760
TX0003225,"2024-09-13 22:04:05",CUST01824,PM002,30053602,3005360,33059000,18400,0,33077400
TX0003226,"2022-06-06 20:55:46",CUST01082,PM004,39541,3954.1,43495.1,15012,0,58507.1
TX0003227,"2024-02-01 15:33:51",CUST03239,PM005,77796,7779.6,85575.6,16998,0,102574
TX0003228,"2023-09-26 20:12:59",CUST02665,PM001,1624245,162424,1786670,20136,0,1806810
TX0003229,"2024-12-02 09:43:30",CUST00875,PM003,22058077,2205810,24263900,16333,0,24280200
TX0003230,"2020-01-28 13:10:39",CUST02180,PM004,549569,54956.9,604526,9081,0,613607
TX0003231,"2022-05-30 03:14:30",CUST03333,PM010,17303749,1730370,19034100,10263,0,19044400
TX0003232,"2020-01-07 09:51:03",CUST00382,PM009,3573964,346141,3920100,9245,0,3929350
TX0003233,"2023-03-30 04:44:45",CUST04658,PM002,4453758,445376,4899130,11743,0,4910880
TX0003234,"2022-06-13 07:06:43",CUST00761,PM003,2457208,245721,2702930,5326,0,2708250
TX0003235,"2023-12-14 19:22:52",CUST03304,PM007,781227,78122.7,859350,26164,0,885514
TX0003236,"2023-11-22 22:00:17",CUST02313,PM009,151296,15129.6,166426,5963,0,172389
TX0003237,"2024-01-06 00:31:17",CUST04587,PM003,9982635,998264,10980900,29811,0,11010700
TX0003238,"2020-05-10 16:18:55",CUST04727,PM003,3002652,277878,3280530,26744,65165,3372440
TX0003239,"2023-11-05 02:02:39",CUST04090,PM003,14654690,1465470,16120200,25706,1129300,17275200
TX0003240,"2022-01-29 23:00:46",CUST01563,PM001,616540,61654,678194,17930,0,696124
TX0003241,"2020-05-01 12:29:32",CUST02384,PM003,1102722,110272,1212990,11729,0,1224720
TX0003242,"2021-01-24 21:42:03",CUST01694,PM001,45546895,4554690,50101600,23006,0,50124600
TX0003243,"2023-10-30 17:32:48",CUST03692,PM001,39875,3987.5,43862.5,19005,0,62867.5
TX0003244,"2021-03-04 18:26:48",CUST00619,PM001,85366,8536.6,93902.6,29561,0,123464
TX0003245,"2023-05-21 00:50:43",CUST04435,PM003,735842,73584.2,809426,16842,0,826268
TX0003246,"2022-11-29 01:07:35",CUST04296,PM009,20855477,2085550,22941000,9345,0,22950400
TX0003247,"2021-11-17 01:56:40",CUST01649,PM002,0,0,0,0,0,0
TX0003248,"2023-07-08 14:25:20",CUST01639,PM001,817059,81705.9,898765,15973,0,914738
TX0003249,"2021-06-27 20:01:06",CUST03888,PM002,3926879,392688,4319570,11334,0,4330900
TX0003250,"2022-01-25 22:47:18",CUST04391,PM004,493929,45727,539656,23350,0,563006
TX0003251,"2023-04-01 10:10:54",CUST02459,PM001,319225,27375.4,346600,28667,0,375267
TX0003252,"2023-03-09 11:37:25",CUST04887,PM002,5201820,489001,5690820,15839,0,5706660
TX0003253,"2024-07-27 03:37:30",CUST04944,PM001,2197970,180308,2378280,5725,130323,2514330
TX0003254,"2023-04-18 01:11:41",CUST00608,PM002,1470298,147030,1617330,9075,0,1626400
TX0003255,"2020-12-20 05:04:30",CUST00763,PM005,1991847,182224,2174070,17658,0,2191730
TX0003256,"2020-02-17 14:05:23",CUST00253,PM003,478707,47870.7,526578,28610,0,555188
TX0003257,"2020-08-01 01:35:15",CUST03352,PM001,45308009,4530800,49838800,12495,0,49851300
TX0003258,"2023-06-29 14:58:10",CUST00925,PM001,906413,90641.3,997054,26831,0,1023890
TX0003259,"2022-03-26 20:19:45",CUST00157,PM007,18690993,1838130,20529100,5865,0,20535000
TX0003260,"2024-11-27 13:52:23",CUST00904,PM003,35374,2866.1,38240.1,28101,0,66341.1
TX0003261,"2024-12-22 21:53:49",CUST02129,PM002,6456091,608614,7064700,18789,0,7083490
TX0003262,"2021-08-22 10:04:10",CUST03093,PM003,471746,47174.6,518921,18302,16260,553483
TX0003263,"2020-09-10 23:31:03",CUST04075,PM002,66024,6602.4,72626.4,18071,0,90697.4
TX0003264,"2022-07-02 16:21:20",CUST02337,PM002,25441383,2184800,27626200,20500,0,27646700
TX0003265,"2020-08-13 06:19:37",CUST03591,PM010,4910519,486728,5397250,19429,0,5416680
TX0003266,"2024-12-28 08:42:26",CUST04751,PM002,89409,8940.9,98349.9,22553,0,120903
TX0003267,"2021-04-15 06:44:53",CUST03151,PM001,21508343,2150830,23659200,19709,0,23678900
TX0003268,"2023-03-20 12:53:51",CUST00051,PM002,807221,65525,872746,21483,0,894229
TX0003269,"2020-12-27 03:11:13",CUST00286,PM005,578298,57829.8,636128,17173,0,653301
TX0003270,"2020-12-13 05:18:58",CUST01524,PM001,1660854,166085,1826940,10985,0,1837920
TX0003271,"2024-12-27 10:13:37",CUST01614,PM003,657509,62941,720450,20016,0,740466
TX0003272,"2023-11-05 07:00:59",CUST02314,PM001,114702,11470.2,126172,28145,0,154317
TX0003273,"2023-02-18 09:00:44",CUST03809,PM003,923820,92382,1016200,29156,0,1045360
TX0003274,"2020-05-05 03:06:15",CUST00973,PM006,6997976,693722,7691700,5024,0,7696720
TX0003275,"2022-06-03 15:11:57",CUST04013,PM001,9538634,953863,10492500,12443,0,10504900
TX0003276,"2022-06-24 19:22:05",CUST01611,PM002,18430023,1841830,20271900,10009,0,20281900
TX0003277,"2022-07-17 02:13:45",CUST03550,PM001,1255296,106448,1361740,21992,0,1383740
TX0003278,"2020-07-30 01:25:24",CUST01799,PM004,28720515,2872050,31592600,26985,0,31619600
TX0003279,"2022-12-03 21:22:39",CUST02824,PM001,17708739,1770870,19479600,6902,0,19486500
TX0003280,"2023-04-24 08:10:08",CUST04897,PM002,4930026,493003,5423030,14206,0,5437230
TX0003281,"2023-12-24 22:19:29",CUST04857,PM002,118385222,11838500,130224000,22352,0,130246000
TX0003282,"2022-12-10 01:25:47",CUST00719,PM001,373867,37386.7,411254,8846,0,420100
TX0003283,"2024-01-17 12:15:12",CUST04704,PM005,2269322,226932,2496250,18624,0,2514880
TX0003284,"2020-02-16 15:50:15",CUST00898,PM003,1466033,141035,1607070,13877,0,1620950
TX0003285,"2022-06-07 15:21:37",CUST01873,PM001,2114186,211419,2325600,16252,0,2341860
TX0003286,"2024-06-10 12:37:11",CUST02034,PM005,39603,3304.1,42907.1,16950,0,59857.1
TX0003287,"2021-04-10 20:38:27",CUST00045,PM002,889270,88927,978197,19890,0,998087
TX0003288,"2021-04-16 11:20:00",CUST01059,PM005,509686,50968.6,560655,15804,0,576459
TX0003289,"2021-12-03 05:51:23",CUST01438,PM001,1186360,118636,1305000,10667,0,1315660
TX0003290,"2020-04-27 19:35:45",CUST02561,PM001,689946,68994.6,758941,23906,0,782847
TX0003291,"2022-06-30 09:37:56",CUST01627,PM002,37784,3778.4,41562.4,20029,0,61591.4
TX0003292,"2023-06-02 14:31:53",CUST00284,PM003,868970,84513.5,953484,19036,0,972520
TX0003293,"2021-06-29 15:17:08",CUST02584,PM009,41642520,3486110,45128600,24481,0,45153100
TX0003294,"2021-06-22 07:07:47",CUST00651,PM001,315854,31585.4,347439,26180,0,373619
TX0003295,"2020-02-07 18:44:56",CUST02162,PM002,23396360,2090650,25487000,23886,0,25510900
TX0003296,"2024-02-18 08:21:29",CUST02703,PM007,1519680,151968,1671650,10924,0,1682570
TX0003297,"2020-02-07 12:17:25",CUST01848,PM004,2088049,205603,2293650,6322,0,2299970
TX0003298,"2023-07-20 12:27:49",CUST04851,PM004,1366991,136699,1503690,17106,0,1520800
TX0003299,"2022-01-08 01:56:05",CUST03738,PM001,1290386,106910,1397300,14192,30643,1442130
TX0003300,"2022-12-06 16:10:42",CUST04969,PM004,0,0,0,0,0,0
TX0003301,"2024-05-19 21:12:58",CUST03125,PM005,396181,36225.7,432407,10707,0,443114
TX0003302,"2022-11-05 09:36:31",CUST00094,PM005,2779223,271670,3050890,13518,0,3064410
TX0003303,"2023-04-16 10:48:15",CUST03396,PM007,18799,1879.9,20678.9,10814,0,31492.9
TX0003304,"2024-06-13 08:58:01",CUST04603,PM008,20408914,1649020,22057900,9580,0,22067500
TX0003305,"2024-04-02 20:20:36",CUST03156,PM007,351854,35185.4,387039,9725,0,396764
TX0003306,"2020-08-16 20:27:43",CUST04991,PM006,3449342,326773,3776120,9865,0,3785980
TX0003307,"2020-02-17 20:06:31",CUST03607,PM007,12715642,1201730,13917400,13539,0,13930900
TX0003308,"2020-06-08 10:17:09",CUST01316,PM003,713160,71316,784476,11269,0,795745
TX0003309,"2020-09-28 03:38:55",CUST01627,PM003,35043,2834.4,37877.4,24120,0,61997.4
TX0003310,"2023-12-28 09:55:07",CUST04792,PM004,34412,3441.2,37853.2,26838,0,64691.2
TX0003311,"2022-12-18 00:43:26",CUST02984,PM003,70748,7074.8,77822.8,13804,0,91626.8
TX0003312,"2024-05-15 00:54:16",CUST00220,PM001,26643,2204.6,28847.6,6576,0,35423.6
TX0003313,"2023-05-09 11:38:51",CUST00959,PM003,2428153,237024,2665180,26887,0,2692060
TX0003314,"2020-02-02 23:08:05",CUST00008,PM001,357702,35770.2,393472,8312,0,401784
TX0003315,"2020-11-21 21:27:11",CUST00612,PM002,0,0,0,0,0,0
TX0003316,"2024-09-28 11:59:49",CUST01163,PM008,7326605,721278,8047880,29963,0,8077850
TX0003317,"2024-06-28 02:38:13",CUST02536,PM003,1652241,159044,1811280,9110,0,1820390
TX0003318,"2024-05-16 10:28:16",CUST04488,PM001,4244181,424418,4668600,9392,166193,4844180
TX0003319,"2020-02-25 00:14:34",CUST03377,PM002,317200,31720,348920,20047,0,368967
TX0003320,"2024-10-31 00:58:33",CUST04893,PM002,31079119,3107910,34187000,16145,0,34203200
TX0003321,"2024-12-01 18:46:12",CUST00885,PM002,1288018,122404,1410420,21033,0,1431460
TX0003322,"2022-07-04 00:12:36",CUST04534,PM008,0,0,0,0,0,0
TX0003323,"2022-02-17 23:47:41",CUST01428,PM008,155367,15536.7,170904,24893,0,195797
TX0003324,"2020-03-21 08:32:10",CUST01342,PM003,4633529,463353,5096880,19323,0,5116200
TX0003325,"2020-07-05 04:33:33",CUST01138,PM002,1563812,156381,1720190,25492,0,1745690
TX0003326,"2024-08-24 02:45:06",CUST03017,PM005,315254,31525.4,346779,26933,0,373712
TX0003327,"2024-01-12 15:21:17",CUST04126,PM003,123683,12368.3,136051,24040,0,160091
TX0003328,"2021-11-17 21:57:26",CUST03339,PM010,9735876,973588,10709500,26678,0,10736100
TX0003329,"2021-12-19 17:31:24",CUST00549,PM001,3568307,356831,3925140,6676,0,3931810
TX0003330,"2020-11-25 17:41:52",CUST01870,PM001,0,0,0,0,0,0
TX0003331,"2021-05-13 11:41:07",CUST01535,PM002,731858,73185.8,805044,28707,0,833751
TX0003332,"2021-06-20 15:05:34",CUST02378,PM008,765250,76525,841775,29199,0,870974
TX0003333,"2022-05-11 21:44:38",CUST03047,PM001,1425330,137635,1562970,7709,0,1570670
TX0003334,"2024-08-01 19:51:04",CUST03622,PM003,2048314,204831,2253150,13435,94180,2360760
TX0003335,"2021-06-15 15:33:29",CUST01694,PM008,1304924,130492,1435420,15755,0,1451170
TX0003336,"2021-06-14 03:59:46",CUST00798,PM004,76584,7658.4,84242.4,26692,0,110934
TX0003337,"2021-12-31 13:12:18",CUST03145,PM010,834713,83471.3,918184,18865,0,937049
TX0003338,"2021-09-18 19:31:01",CUST02744,PM001,758814,75881.4,834695,13549,0,848244
TX0003339,"2022-10-03 01:07:33",CUST04059,PM002,372714,37271.4,409985,8903,23005,441893
TX0003340,"2024-08-31 22:52:29",CUST00789,PM002,646811,60281.7,707093,11395,0,718488
TX0003341,"2022-04-14 11:23:11",CUST03463,PM010,471708,40266.8,511975,8245,0,520220
TX0003342,"2020-10-13 23:37:21",CUST03364,PM003,2456201,234734,2690930,24274,0,2715210
TX0003343,"2021-11-23 04:38:17",CUST04320,PM009,19770376,1977040,21747400,12688,1638870,23399000
TX0003344,"2021-03-17 22:57:08",CUST00064,PM003,3799324,308989,4108310,24153,0,4132470
TX0003345,"2023-11-15 02:18:18",CUST03945,PM009,61881,6188.1,68069.1,20825,0,88894.1
TX0003346,"2024-02-24 08:32:34",CUST04111,PM002,7418202,741820,8160020,20682,0,8180700
TX0003347,"2021-10-29 21:02:54",CUST01263,PM002,188692,18869.2,207561,13678,0,221239
TX0003348,"2021-02-23 04:42:09",CUST03440,PM004,2075072,207507,2282580,13410,0,2295990
TX0003349,"2024-12-23 06:56:52",CUST04332,PM001,933310,93331,1026640,7896,0,1034540
TX0003350,"2020-02-15 19:29:18",CUST00083,PM008,33654,3365.4,37019.4,21797,0,58816.4
TX0003351,"2023-02-09 10:08:48",CUST02989,PM005,497837,49783.7,547621,23614,0,571235
TX0003352,"2021-09-15 09:04:28",CUST03282,PM005,26336331,2628740,28965100,22917,0,28988000
TX0003353,"2020-03-16 19:40:04",CUST03706,PM002,1305128,130513,1435640,10912,0,1446550
TX0003354,"2023-11-03 17:37:46",CUST04440,PM004,813234,72105.1,885339,19018,0,904357
TX0003355,"2023-06-07 10:42:07",CUST03948,PM004,2584900,258490,2843390,12336,0,2855730
TX0003356,"2024-05-31 03:23:05",CUST00544,PM004,10783005,1078300,11861300,9864,0,11871200
TX0003357,"2022-12-02 16:23:58",CUST03144,PM002,988023,98802.3,1086830,12675,0,1099500
TX0003358,"2020-06-30 22:54:16",CUST01728,PM002,342127,34212.7,376340,8805,0,385145
TX0003359,"2024-01-18 14:44:34",CUST01080,PM001,2285216,228522,2513740,5631,0,2519370
TX0003360,"2022-12-26 07:14:10",CUST04128,PM004,1828058,182806,2010860,24352,0,2035220
TX0003361,"2023-11-22 06:13:02",CUST01164,PM001,545744,47763.3,593507,21704,0,615211
TX0003362,"2020-02-29 08:41:49",CUST01911,PM006,61973660,5672190,67645900,10548,0,67656400
